step,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,log,thetam,algo_perc,dataset,bs,rob,project,layers,input_dim,same_random_classifier,rm_pixel,binarize_dataset,save_results,epochs,seed,train_dim,n_runs,device,algo_layer,thermometer_bits,freeze_last,k,grouping_factor,epoch_interval_switch,prob_reinforcement,prob_update,val_dim,rescale,freeze_first
19.0,98.536,0.1455472431892804,92.06,0.9101648202386208,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
20.0,98.627,0.0764264352171423,91.995,0.6076388730158723,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
21.0,98.695,0.1118257573191419,91.875,0.7616593726857167,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
22.0,98.785,0.0976985158536167,92.025,0.6353148825582475,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
23.0,98.88,0.1236122971228989,91.98,0.7416872656315471,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
24.0,98.916,0.1540259718359202,92.205,0.7240338389882065,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
25.0,99.008,0.1134724636200364,92.37,0.693974062915899,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
26.0,99.069,0.122020490082607,92.17,0.7966178506661771,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
27.0,99.077,0.0948736001214244,92.04,0.8052328855678976,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
28.0,99.171,0.05356304696337,92.06,0.5494542747126444,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
29.0,99.216,0.1043264108459598,92.27,0.6261788881781323,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
30.0,99.216,0.0851116913238116,91.99,0.5616048432839555,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
31.0,99.23,0.0908845421400149,92.28,0.8885943956609214,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
